granularity,target_project,model_name,effort_column,ranking_definition,entity_budget_definition,effort_budget_definition,aucec_definition,target_rows,target_positives,entity_budget_fraction,entity_budget_rows,recall_at_20pct_entities,effort_budget_fraction,effort_prefix_rows,achieved_effort_fraction,loc_aware_recall_at_20pct_effort,aucec,effort_total,effort_missing_rows,effort_nonpositive_rows,effort_unit_fallback
commit,caddy,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,693,401,0.2,139,0.319201995,0.2,32,0.2011674604,0.07980049875,0.410693071,640193,0,0,False
commit,compose,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,131,108,0.2,27,0.2314814815,0.2,7,0.209014953,0.06481481481,0.3082545211,125192,0,0,False
commit,consul,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,184,133,0.2,37,0.2706766917,0.2,6,0.2003553763,0.04511278195,0.2625251631,1001755,0,0,False
commit,fiber,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,488,312,0.2,98,0.266025641,0.2,44,0.2024221929,0.1282051282,0.3583821104,581952,0,0,False
commit,gin,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,142,79,0.2,29,0.3164556962,0.2,13,0.2031073364,0.1518987342,0.5178625614,68998,0,0,False
commit,gitea,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,9942,4516,0.2,1989,0.3414526129,0.2,286,0.2052640756,0.05469441984,0.3026148755,24254819,0,8,False
commit,grafana,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,5356,3292,0.2,1072,0.2973876063,0.2,147,0.2011640974,0.042527339,0.3296305622,6470936,0,2,False
commit,influxdb,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,653,421,0.2,131,0.3016627078,0.2,42,0.2004257064,0.09501187648,0.3841762341,2481992,0,0,False
commit,kubernetes,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,499,389,0.2,100,0.2544987147,0.2,27,0.2489790895,0.06940874036,0.2716890933,6720227,0,3,False
commit,minio,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,3293,2185,0.2,659,0.2750572082,0.2,195,0.2007586397,0.08329519451,0.3520381265,11712806,0,5,False
commit,nomad,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,1109,822,0.2,222,0.2591240876,0.2,104,0.2000484749,0.1240875912,0.3775653544,5012905,0,0,False
commit,packer,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,463,324,0.2,93,0.2777777778,0.2,22,0.2167456912,0.06790123457,0.2433699525,2932635,0,0,False
commit,rclone,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,222,147,0.2,45,0.306122449,0.2,5,0.2610992365,0.03401360544,0.3195791323,572652,0,0,False
commit,terraform,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,1865,1118,0.2,373,0.3184257603,0.2,74,0.2045908235,0.06618962433,0.21504646,7770632,0,1,False
commit,traefik,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,2331,1298,0.2,467,0.2912172573,0.2,11,0.2004680978,0.006933744222,0.2025058586,6026091,0,2,False
commit,vault,random_forest,total_nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,682,473,0.2,137,0.2769556025,0.2,55,0.2008277409,0.1162790698,0.2990860407,8686051,0,0,False
file,caddy,logistic_regression,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,693,259,0.2,139,0.2162162162,0.2,169,0.2000737486,0.2664092664,0.5323331489,260344,0,0,False
file,compose,logistic_regression,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,80,29,0.2,16,0.2068965517,0.2,34,0.2008817717,0.4482758621,0.6628481609,19733,0,0,False
file,consul,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,153,58,0.2,31,0.2586206897,0.2,9,0.2074062373,0.06896551724,0.4368090064,88628,0,0,False
file,fiber,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,676,220,0.2,136,0.1909090909,0.2,257,0.2019593041,0.3681818182,0.6736243788,292757,0,0,False
file,gin,logistic_regression,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,119,46,0.2,24,0.2826086957,0.2,40,0.2056355637,0.3913043478,0.644285096,41593,0,0,False
file,gitea,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,19191,4923,0.2,3839,0.21023766,0.2,5397,0.2000939408,0.2931139549,0.6039760961,7775108,0,0,False
file,grafana,logistic_regression,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,2771,761,0.2,555,0.2444152431,0.2,862,0.2001224466,0.3574244415,0.6384065979,784015,0,0,False
file,influxdb,logistic_regression,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,658,195,0.2,132,0.2307692308,0.2,88,0.2009634066,0.158974359,0.5632351285,646456,0,0,False
file,kubernetes,logistic_regression,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,407,149,0.2,82,0.2348993289,0.2,227,0.2001204799,0.5906040268,0.8213609169,476428,0,0,False
file,minio,logistic_regression,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,4425,1560,0.2,885,0.2115384615,0.2,415,0.2006415865,0.07115384615,0.4670465889,3792474,0,0,False
file,nomad,logistic_regression,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,1192,445,0.2,239,0.208988764,0.2,24,0.2064051997,0.01348314607,0.2721990634,1022513,0,0,False
file,packer,logistic_regression,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,481,175,0.2,97,0.2114285714,0.2,17,0.2007068465,0.01714285714,0.6518576984,287474,0,0,False
file,rclone,logistic_regression,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,178,72,0.2,36,0.1944444444,0.2,82,0.2082030116,0.4305555556,0.6884373869,124052,0,0,False
file,terraform,logistic_regression,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,2370,848,0.2,474,0.2240566038,0.2,342,0.2019269754,0.1639150943,0.5784087825,971782,0,0,False
file,traefik,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,6797,1891,0.2,1360,0.2168164992,0.2,1550,0.2001489563,0.2459016393,0.5980083505,1621952,0,0,False
file,vault,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,965,290,0.2,193,0.2724137931,0.2,349,0.2017519856,0.4344827586,0.7431814249,562790,0,0,False
method,caddy,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,1467,733,0.2,294,0.2360163711,0.2,873,0.2002855236,0.6425648022,0.8077131161,64443,0,0,False
method,compose,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,271,129,0.2,55,0.2558139535,0.2,134,0.2000341064,0.5736434109,0.7291501422,5864,0,0,False
method,consul,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,636,360,0.2,128,0.2527777778,0.2,281,0.2009221493,0.4861111111,0.7260663172,16917,0,0,False
method,fiber,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,2008,1187,0.2,402,0.2257792755,0.2,1897,0.2000091151,0.9646166807,0.9095542586,131649,0,0,False
method,gin,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,176,72,0.2,36,0.1944444444,0.2,110,0.2007255139,0.5972222222,0.7832863093,5789,0,0,False
method,gitea,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,54137,20338,0.2,10828,0.1987904415,0.2,17085,0.2000007819,0.3071098436,0.6710169421,1534774,0,0,False
method,grafana,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,11766,4058,0.2,2354,0.2479053721,0.2,4724,0.2000534783,0.5101034993,0.7347900482,314146,0,0,False
method,influxdb,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,2851,1598,0.2,571,0.2822277847,0.2,1463,0.2000596155,0.6214017522,0.8143102342,80516,0,0,False
method,kubernetes,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,1215,642,0.2,243,0.246105919,0.2,599,0.2000353018,0.5404984424,0.7669250833,39658,0,0,False
method,minio,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,13340,7456,0.2,2668,0.2304184549,0.2,6506,0.2000431711,0.5516362661,0.7569840681,491069,0,0,False
method,nomad,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,2941,1195,0.2,589,0.2167364017,0.2,1290,0.2002437177,0.49958159,0.7209610161,91089,0,0,False
method,packer,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,1393,478,0.2,279,0.1485355649,0.2,827,0.2002933282,0.550209205,0.7495470515,36137,0,0,False
method,rclone,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,508,313,0.2,102,0.2555910543,0.2,250,0.200446856,0.607028754,0.7690116497,12532,0,0,False
method,terraform,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,6234,2269,0.2,1247,0.2159541648,0.2,3124,0.200068094,0.5517849273,0.7498486733,202661,0,0,False
method,traefik,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,25810,7104,0.2,5162,0.2256475225,0.2,9583,0.2000439243,0.4179335586,0.6766576782,382476,0,0,False
method,vault,naive_bayes,nloc,descending predicted defect probability; sample_id ascending breaks ties,ceil(20% of modeled target rows),smallest ranked prefix reaching at least 20% of nonnegative LOC effort,trapezoidal area under cumulative recall versus cumulative LOC-effort fraction,3274,856,0.2,655,0.2102803738,0.2,1737,0.2004060209,0.5175233645,0.7258346563,74873,0,0,False
